C:\Users\Lenovo\.conda\envs\d2l_env\python.exe E:\python\大模型应用开发\实验二\nanoGPT-master\train2.py 
初始化 GPU 模型 | 配置：n_layer=6, n_head=8, n_embd=256
number of parameters: 17.60M
num decayed parameter tensors: 26, with 17,629,184 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True

开始 GPU 训练 | 数据集：tianlong | 总迭代数：5000 | 批次大小：16
【训练】迭代 2732 | 训练损失：2.2015 | 耗时：37.32ms | GPU 利用率：1.92%
【训练】迭代 2733 | 训练损失：2.2038 | 耗时：36.71ms | GPU 利用率：1.92%
【训练】迭代 2734 | 训练损失：2.3454 | 耗时：38.20ms | GPU 利用率：1.91%
【训练】迭代 2735 | 训练损失：2.3301 | 耗时：36.58ms | GPU 利用率：1.91%
【训练】迭代 2736 | 训练损失：2.1341 | 耗时：37.67ms | GPU 利用率：1.91%
【训练】迭代 2737 | 训练损失：2.2372 | 耗时：35.96ms | GPU 利用率：1.92%
【训练】迭代 2738 | 训练损失：2.2438 | 耗时：35.63ms | GPU 利用率：1.92%
【训练】迭代 2739 | 训练损失：2.2569 | 耗时：38.86ms | GPU 利用率：1.91%
【训练】迭代 2740 | 训练损失：2.1822 | 耗时：37.17ms | GPU 利用率：1.91%
【训练】迭代 2741 | 训练损失：2.4346 | 耗时：36.60ms | GPU 利用率：1.92%
【训练】迭代 2742 | 训练损失：2.2569 | 耗时：38.23ms | GPU 利用率：1.91%
【训练】迭代 2743 | 训练损失：2.4266 | 耗时：36.89ms | GPU 利用率：1.91%
【训练】迭代 2744 | 训练损失：2.2576 | 耗时：36.48ms | GPU 利用率：1.91%
【训练】迭代 2745 | 训练损失：2.2582 | 耗时：36.35ms | GPU 利用率：1.92%
【训练】迭代 2746 | 训练损失：2.2961 | 耗时：37.20ms | GPU 利用率：1.92%
【训练】迭代 2747 | 训练损失：2.2957 | 耗时：36.12ms | GPU 利用率：1.92%
【训练】迭代 2748 | 训练损失：2.1838 | 耗时：36.89ms | GPU 利用率：1.92%
【训练】迭代 2749 | 训练损失：2.2025 | 耗时：36.36ms | GPU 利用率：1.92%

【验证】迭代 2750 | 验证损失：2.3299 | 当前学习率：4.9246e-04
【保存】模型已保存至 out-tianlong-char\ckpt.pt
【训练】迭代 2750 | 训练损失：2.2002 | 耗时：2462.89ms | GPU 利用率：1.73%
【训练】迭代 2751 | 训练损失：2.2023 | 耗时：36.36ms | GPU 利用率：1.76%
【训练】迭代 2752 | 训练损失：2.1572 | 耗时：37.06ms | GPU 利用率：1.77%
【训练】迭代 2753 | 训练损失：2.3509 | 耗时：36.38ms | GPU 利用率：1.79%
【训练】迭代 2754 | 训练损失：2.2725 | 耗时：36.00ms | GPU 利用率：1.81%
【训练】迭代 2755 | 训练损失：2.3894 | 耗时：38.12ms | GPU 利用率：1.81%
【训练】迭代 2756 | 训练损失：2.2637 | 耗时：36.98ms | GPU 利用率：1.82%
【训练】迭代 2757 | 训练损失：2.2493 | 耗时：37.02ms | GPU 利用率：1.83%
【训练】迭代 2758 | 训练损失：2.3936 | 耗时：36.73ms | GPU 利用率：1.84%
【训练】迭代 2759 | 训练损失：2.2303 | 耗时：36.56ms | GPU 利用率：1.85%
【训练】迭代 2760 | 训练损失：2.1045 | 耗时：37.11ms | GPU 利用率：1.86%
【训练】迭代 2761 | 训练损失：2.2380 | 耗时：36.24ms | GPU 利用率：1.87%
【训练】迭代 2762 | 训练损失：2.2910 | 耗时：38.05ms | GPU 利用率：1.87%
【训练】迭代 2763 | 训练损失：2.3227 | 耗时：37.23ms | GPU 利用率：1.87%
【训练】迭代 2764 | 训练损失：2.2009 | 耗时：35.93ms | GPU 利用率：1.88%
【训练】迭代 2765 | 训练损失：2.2526 | 耗时：35.92ms | GPU 利用率：1.89%
【训练】迭代 2766 | 训练损失：2.3791 | 耗时：37.83ms | GPU 利用率：1.89%
【训练】迭代 2767 | 训练损失：2.2612 | 耗时：36.94ms | GPU 利用率：1.89%
【训练】迭代 2768 | 训练损失：2.2432 | 耗时：37.61ms | GPU 利用率：1.89%
【训练】迭代 2769 | 训练损失：2.3909 | 耗时：37.02ms | GPU 利用率：1.89%
【训练】迭代 2770 | 训练损失：2.3382 | 耗时：37.24ms | GPU 利用率：1.89%
【训练】迭代 2771 | 训练损失：2.2453 | 耗时：36.80ms | GPU 利用率：1.90%
【训练】迭代 2772 | 训练损失：2.2809 | 耗时：36.22ms | GPU 利用率：1.90%
【训练】迭代 2773 | 训练损失：2.3145 | 耗时：36.49ms | GPU 利用率：1.91%
【训练】迭代 2774 | 训练损失：2.2873 | 耗时：37.49ms | GPU 利用率：1.91%
【训练】迭代 2775 | 训练损失：2.2748 | 耗时：37.37ms | GPU 利用率：1.90%
【训练】迭代 2776 | 训练损失：2.1794 | 耗时：35.98ms | GPU 利用率：1.91%
【训练】迭代 2777 | 训练损失：2.1265 | 耗时：37.02ms | GPU 利用率：1.91%
【训练】迭代 2778 | 训练损失：2.3173 | 耗时：36.53ms | GPU 利用率：1.91%
【训练】迭代 2779 | 训练损失：2.3193 | 耗时：37.03ms | GPU 利用率：1.91%
【训练】迭代 2780 | 训练损失：2.2847 | 耗时：37.32ms | GPU 利用率：1.91%
【训练】迭代 2781 | 训练损失：2.3089 | 耗时：37.27ms | GPU 利用率：1.91%
【训练】迭代 2782 | 训练损失：2.0875 | 耗时：37.40ms | GPU 利用率：1.91%
【训练】迭代 2783 | 训练损失：2.4071 | 耗时：35.49ms | GPU 利用率：1.92%
【训练】迭代 2784 | 训练损失：2.1914 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 2785 | 训练损失：2.2443 | 耗时：37.64ms | GPU 利用率：1.91%
【训练】迭代 2786 | 训练损失：2.3483 | 耗时：37.79ms | GPU 利用率：1.91%
【训练】迭代 2787 | 训练损失：2.3054 | 耗时：36.11ms | GPU 利用率：1.92%
【训练】迭代 2788 | 训练损失：2.2326 | 耗时：37.80ms | GPU 利用率：1.91%
【训练】迭代 2789 | 训练损失：2.2690 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 2790 | 训练损失：2.3124 | 耗时：39.38ms | GPU 利用率：1.91%
【训练】迭代 2791 | 训练损失：2.2756 | 耗时：35.60ms | GPU 利用率：1.91%
【训练】迭代 2792 | 训练损失：2.2867 | 耗时：39.36ms | GPU 利用率：1.90%
【训练】迭代 2793 | 训练损失：2.2109 | 耗时：36.93ms | GPU 利用率：1.90%
【训练】迭代 2794 | 训练损失：2.2034 | 耗时：36.03ms | GPU 利用率：1.91%
【训练】迭代 2795 | 训练损失：2.2672 | 耗时：35.34ms | GPU 利用率：1.92%
【训练】迭代 2796 | 训练损失：2.2797 | 耗时：37.66ms | GPU 利用率：1.92%
【训练】迭代 2797 | 训练损失：2.4085 | 耗时：36.11ms | GPU 利用率：1.92%
【训练】迭代 2798 | 训练损失：2.2062 | 耗时：37.65ms | GPU 利用率：1.92%
【训练】迭代 2799 | 训练损失：2.3150 | 耗时：37.43ms | GPU 利用率：1.91%
【训练】迭代 2800 | 训练损失：2.1357 | 耗时：37.16ms | GPU 利用率：1.91%
【训练】迭代 2801 | 训练损失：2.2229 | 耗时：35.77ms | GPU 利用率：1.92%
【训练】迭代 2802 | 训练损失：2.2527 | 耗时：37.09ms | GPU 利用率：1.92%
【训练】迭代 2803 | 训练损失：2.3159 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 2804 | 训练损失：2.2949 | 耗时：39.07ms | GPU 利用率：1.91%
【训练】迭代 2805 | 训练损失：2.2407 | 耗时：37.22ms | GPU 利用率：1.91%
【训练】迭代 2806 | 训练损失：2.1977 | 耗时：35.49ms | GPU 利用率：1.92%
【训练】迭代 2807 | 训练损失：2.2835 | 耗时：37.06ms | GPU 利用率：1.92%
【训练】迭代 2808 | 训练损失：2.2472 | 耗时：37.07ms | GPU 利用率：1.92%
【训练】迭代 2809 | 训练损失：2.1858 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 2810 | 训练损失：2.2502 | 耗时：37.55ms | GPU 利用率：1.92%
【训练】迭代 2811 | 训练损失：2.2245 | 耗时：35.83ms | GPU 利用率：1.92%
【训练】迭代 2812 | 训练损失：2.2935 | 耗时：37.06ms | GPU 利用率：1.92%
【训练】迭代 2813 | 训练损失：2.3505 | 耗时：36.35ms | GPU 利用率：1.92%
【训练】迭代 2814 | 训练损失：2.2224 | 耗时：36.23ms | GPU 利用率：1.93%
【训练】迭代 2815 | 训练损失：2.2178 | 耗时：36.90ms | GPU 利用率：1.93%
【训练】迭代 2816 | 训练损失：2.1031 | 耗时：38.58ms | GPU 利用率：1.92%
【训练】迭代 2817 | 训练损失：2.3191 | 耗时：35.92ms | GPU 利用率：1.92%
【训练】迭代 2818 | 训练损失：2.3774 | 耗时：36.47ms | GPU 利用率：1.93%
【训练】迭代 2819 | 训练损失：2.1452 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 2820 | 训练损失：2.2972 | 耗时：37.08ms | GPU 利用率：1.92%
【训练】迭代 2821 | 训练损失：2.2947 | 耗时：36.43ms | GPU 利用率：1.93%
【训练】迭代 2822 | 训练损失：2.2911 | 耗时：37.42ms | GPU 利用率：1.92%
【训练】迭代 2823 | 训练损失：2.2865 | 耗时：37.32ms | GPU 利用率：1.92%
【训练】迭代 2824 | 训练损失：2.3636 | 耗时：36.94ms | GPU 利用率：1.92%
【训练】迭代 2825 | 训练损失：2.2102 | 耗时：35.64ms | GPU 利用率：1.93%
【训练】迭代 2826 | 训练损失：2.2337 | 耗时：38.17ms | GPU 利用率：1.92%
【训练】迭代 2827 | 训练损失：2.0873 | 耗时：37.23ms | GPU 利用率：1.92%
【训练】迭代 2828 | 训练损失：2.2112 | 耗时：38.22ms | GPU 利用率：1.91%
【训练】迭代 2829 | 训练损失：2.2846 | 耗时：36.59ms | GPU 利用率：1.91%
【训练】迭代 2830 | 训练损失：2.2640 | 耗时：36.30ms | GPU 利用率：1.92%
【训练】迭代 2831 | 训练损失：2.2730 | 耗时：37.21ms | GPU 利用率：1.92%
【训练】迭代 2832 | 训练损失：2.3103 | 耗时：36.20ms | GPU 利用率：1.92%
【训练】迭代 2833 | 训练损失：2.2688 | 耗时：36.01ms | GPU 利用率：1.93%
【训练】迭代 2834 | 训练损失：2.2971 | 耗时：38.37ms | GPU 利用率：1.92%
【训练】迭代 2835 | 训练损失：2.2217 | 耗时：37.91ms | GPU 利用率：1.91%
【训练】迭代 2836 | 训练损失：2.3177 | 耗时：35.30ms | GPU 利用率：1.92%
【训练】迭代 2837 | 训练损失：2.1825 | 耗时：36.85ms | GPU 利用率：1.92%
【训练】迭代 2838 | 训练损失：2.3350 | 耗时：37.19ms | GPU 利用率：1.92%
【训练】迭代 2839 | 训练损失：2.1893 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 2840 | 训练损失：2.2469 | 耗时：37.37ms | GPU 利用率：1.92%
【训练】迭代 2841 | 训练损失：2.3393 | 耗时：38.38ms | GPU 利用率：1.91%
【训练】迭代 2842 | 训练损失：2.2943 | 耗时：35.25ms | GPU 利用率：1.92%
【训练】迭代 2843 | 训练损失：2.1848 | 耗时：37.44ms | GPU 利用率：1.92%
【训练】迭代 2844 | 训练损失：2.1499 | 耗时：36.29ms | GPU 利用率：1.92%
【训练】迭代 2845 | 训练损失：2.2346 | 耗时：37.60ms | GPU 利用率：1.92%
【训练】迭代 2846 | 训练损失：2.3811 | 耗时：39.99ms | GPU 利用率：1.90%
【训练】迭代 2847 | 训练损失：2.1171 | 耗时：37.00ms | GPU 利用率：1.91%
【训练】迭代 2848 | 训练损失：2.1966 | 耗时：38.38ms | GPU 利用率：1.90%
【训练】迭代 2849 | 训练损失：2.3200 | 耗时：36.22ms | GPU 利用率：1.91%
【训练】迭代 2850 | 训练损失：2.2449 | 耗时：36.93ms | GPU 利用率：1.91%
【训练】迭代 2851 | 训练损失：2.3898 | 耗时：37.22ms | GPU 利用率：1.91%
【训练】迭代 2852 | 训练损失：2.3140 | 耗时：36.59ms | GPU 利用率：1.91%
【训练】迭代 2853 | 训练损失：2.3820 | 耗时：37.47ms | GPU 利用率：1.91%
【训练】迭代 2854 | 训练损失：2.1149 | 耗时：38.05ms | GPU 利用率：1.90%
【训练】迭代 2855 | 训练损失：2.2332 | 耗时：36.79ms | GPU 利用率：1.91%
【训练】迭代 2856 | 训练损失：2.2243 | 耗时：38.93ms | GPU 利用率：1.90%
【训练】迭代 2857 | 训练损失：2.2996 | 耗时：34.99ms | GPU 利用率：1.91%
【训练】迭代 2858 | 训练损失：2.2415 | 耗时：38.99ms | GPU 利用率：1.90%
【训练】迭代 2859 | 训练损失：2.1838 | 耗时：35.81ms | GPU 利用率：1.91%
【训练】迭代 2860 | 训练损失：2.2560 | 耗时：36.68ms | GPU 利用率：1.91%
【训练】迭代 2861 | 训练损失：2.1418 | 耗时：38.47ms | GPU 利用率：1.90%
【训练】迭代 2862 | 训练损失：2.3838 | 耗时：35.82ms | GPU 利用率：1.91%
【训练】迭代 2863 | 训练损失：2.2957 | 耗时：38.29ms | GPU 利用率：1.91%
【训练】迭代 2864 | 训练损失：2.2673 | 耗时：36.99ms | GPU 利用率：1.91%
【训练】迭代 2865 | 训练损失：2.3358 | 耗时：37.44ms | GPU 利用率：1.90%
【训练】迭代 2866 | 训练损失：2.1657 | 耗时：37.36ms | GPU 利用率：1.90%
【训练】迭代 2867 | 训练损失：2.3004 | 耗时：38.47ms | GPU 利用率：1.90%
【训练】迭代 2868 | 训练损失：2.1538 | 耗时：36.08ms | GPU 利用率：1.90%
【训练】迭代 2869 | 训练损失：2.1880 | 耗时：36.52ms | GPU 利用率：1.91%
【训练】迭代 2870 | 训练损失：2.1477 | 耗时：37.35ms | GPU 利用率：1.91%
【训练】迭代 2871 | 训练损失：2.2794 | 耗时：37.61ms | GPU 利用率：1.90%
【训练】迭代 2872 | 训练损失：2.2443 | 耗时：37.44ms | GPU 利用率：1.90%
【训练】迭代 2873 | 训练损失：2.2922 | 耗时：36.76ms | GPU 利用率：1.91%
【训练】迭代 2874 | 训练损失：2.2369 | 耗时：36.15ms | GPU 利用率：1.91%
【训练】迭代 2875 | 训练损失：2.2110 | 耗时：38.15ms | GPU 利用率：1.91%
【训练】迭代 2876 | 训练损失：2.1902 | 耗时：38.37ms | GPU 利用率：1.90%
【训练】迭代 2877 | 训练损失：2.2145 | 耗时：36.95ms | GPU 利用率：1.90%
【训练】迭代 2878 | 训练损失：2.2126 | 耗时：34.65ms | GPU 利用率：1.92%
【训练】迭代 2879 | 训练损失：2.2541 | 耗时：37.29ms | GPU 利用率：1.91%
【训练】迭代 2880 | 训练损失：2.3225 | 耗时：37.18ms | GPU 利用率：1.91%
【训练】迭代 2881 | 训练损失：2.2513 | 耗时：36.79ms | GPU 利用率：1.91%
【训练】迭代 2882 | 训练损失：2.1317 | 耗时：37.78ms | GPU 利用率：1.91%
【训练】迭代 2883 | 训练损失：2.2061 | 耗时：35.92ms | GPU 利用率：1.92%
【训练】迭代 2884 | 训练损失：2.1708 | 耗时：36.91ms | GPU 利用率：1.92%
【训练】迭代 2885 | 训练损失：2.2015 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 2886 | 训练损失：2.0115 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 2887 | 训练损失：2.4213 | 耗时：36.81ms | GPU 利用率：1.92%
【训练】迭代 2888 | 训练损失：2.3534 | 耗时：39.22ms | GPU 利用率：1.91%
【训练】迭代 2889 | 训练损失：2.3578 | 耗时：35.60ms | GPU 利用率：1.92%
【训练】迭代 2890 | 训练损失：2.2219 | 耗时：38.46ms | GPU 利用率：1.91%
【训练】迭代 2891 | 训练损失：2.2279 | 耗时：36.11ms | GPU 利用率：1.91%
【训练】迭代 2892 | 训练损失：2.1638 | 耗时：37.03ms | GPU 利用率：1.91%
【训练】迭代 2893 | 训练损失：2.2820 | 耗时：38.42ms | GPU 利用率：1.91%
【训练】迭代 2894 | 训练损失：2.2500 | 耗时：36.79ms | GPU 利用率：1.91%
【训练】迭代 2895 | 训练损失：2.1656 | 耗时：37.27ms | GPU 利用率：1.91%
【训练】迭代 2896 | 训练损失：2.2056 | 耗时：36.43ms | GPU 利用率：1.91%
【训练】迭代 2897 | 训练损失：2.1899 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 2898 | 训练损失：2.3208 | 耗时：37.56ms | GPU 利用率：1.91%
【训练】迭代 2899 | 训练损失：2.3265 | 耗时：37.39ms | GPU 利用率：1.91%
【训练】迭代 2900 | 训练损失：2.3645 | 耗时：36.07ms | GPU 利用率：1.92%
【训练】迭代 2901 | 训练损失：2.1721 | 耗时：39.10ms | GPU 利用率：1.91%
【训练】迭代 2902 | 训练损失：2.3021 | 耗时：36.73ms | GPU 利用率：1.91%
【训练】迭代 2903 | 训练损失：2.1974 | 耗时：37.34ms | GPU 利用率：1.91%
【训练】迭代 2904 | 训练损失：2.1660 | 耗时：38.05ms | GPU 利用率：1.90%
【训练】迭代 2905 | 训练损失：2.1764 | 耗时：36.54ms | GPU 利用率：1.91%
【训练】迭代 2906 | 训练损失：2.1964 | 耗时：38.31ms | GPU 利用率：1.90%
【训练】迭代 2907 | 训练损失：2.2530 | 耗时：37.34ms | GPU 利用率：1.90%
【训练】迭代 2908 | 训练损失：2.2771 | 耗时：36.21ms | GPU 利用率：1.91%
【训练】迭代 2909 | 训练损失：2.1745 | 耗时：37.83ms | GPU 利用率：1.90%
【训练】迭代 2910 | 训练损失：2.2518 | 耗时：38.11ms | GPU 利用率：1.90%
【训练】迭代 2911 | 训练损失：2.2370 | 耗时：37.74ms | GPU 利用率：1.90%
【训练】迭代 2912 | 训练损失：2.2821 | 耗时：37.20ms | GPU 利用率：1.90%
【训练】迭代 2913 | 训练损失：2.1238 | 耗时：38.63ms | GPU 利用率：1.89%
【训练】迭代 2914 | 训练损失：2.2481 | 耗时：35.46ms | GPU 利用率：1.90%
【训练】迭代 2915 | 训练损失：2.2706 | 耗时：36.84ms | GPU 利用率：1.90%
【训练】迭代 2916 | 训练损失：2.0970 | 耗时：35.91ms | GPU 利用率：1.91%
【训练】迭代 2917 | 训练损失：2.2517 | 耗时：38.90ms | GPU 利用率：1.90%
【训练】迭代 2918 | 训练损失：2.2423 | 耗时：36.23ms | GPU 利用率：1.91%
【训练】迭代 2919 | 训练损失：2.2353 | 耗时：38.44ms | GPU 利用率：1.90%
【训练】迭代 2920 | 训练损失：2.2567 | 耗时：37.35ms | GPU 利用率：1.90%
【训练】迭代 2921 | 训练损失：2.1689 | 耗时：37.95ms | GPU 利用率：1.90%
【训练】迭代 2922 | 训练损失：2.2314 | 耗时：35.92ms | GPU 利用率：1.90%
【训练】迭代 2923 | 训练损失：2.1923 | 耗时：37.62ms | GPU 利用率：1.90%
【训练】迭代 2924 | 训练损失：2.2545 | 耗时：37.22ms | GPU 利用率：1.90%
【训练】迭代 2925 | 训练损失：2.1612 | 耗时：36.42ms | GPU 利用率：1.91%
【训练】迭代 2926 | 训练损失：2.3154 | 耗时：38.27ms | GPU 利用率：1.90%
【训练】迭代 2927 | 训练损失：2.2599 | 耗时：35.64ms | GPU 利用率：1.91%
【训练】迭代 2928 | 训练损失：2.2562 | 耗时：36.33ms | GPU 利用率：1.91%
【训练】迭代 2929 | 训练损失：2.2151 | 耗时：36.92ms | GPU 利用率：1.91%
【训练】迭代 2930 | 训练损失：2.2497 | 耗时：38.42ms | GPU 利用率：1.91%
【训练】迭代 2931 | 训练损失：2.1771 | 耗时：37.20ms | GPU 利用率：1.91%
【训练】迭代 2932 | 训练损失：2.3145 | 耗时：36.00ms | GPU 利用率：1.91%
【训练】迭代 2933 | 训练损失：2.2283 | 耗时：36.30ms | GPU 利用率：1.92%
【训练】迭代 2934 | 训练损失：2.2183 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 2935 | 训练损失：2.3016 | 耗时：37.62ms | GPU 利用率：1.92%
【训练】迭代 2936 | 训练损失：2.1678 | 耗时：38.12ms | GPU 利用率：1.91%
【训练】迭代 2937 | 训练损失：2.2241 | 耗时：36.78ms | GPU 利用率：1.91%
【训练】迭代 2938 | 训练损失：2.3479 | 耗时：35.43ms | GPU 利用率：1.92%
